epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,1935.32,1.30558,0.82178,0.93177,0.54624,0.41121,0.42338,0.24533,1.36814,0.85663,0.92744,0.0096232,0.0096232,0.0096232
27,2009.43,1.30648,0.81685,0.9325,0.5513,0.41347,0.4241,0.24787,1.34659,0.84584,0.92458,0.00959289,0.00959289,0.00959289
28,2083.83,1.30072,0.81267,0.92872,0.5448,0.40464,0.41943,0.24577,1.35084,0.8452,0.92411,0.00956145,0.00956145,0.00956145
29,2157.85,1.29439,0.80854,0.92815,0.53455,0.41128,0.42137,0.24499,1.34839,0.85334,0.92415,0.00952889,0.00952889,0.00952889
30,2232.11,1.29486,0.80847,0.92979,0.55503,0.40149,0.42224,0.24406,1.36353,0.84455,0.92748,0.00949524,0.00949524,0.00949524
31,2305.92,1.29059,0.80626,0.92962,0.54759,0.41719,0.42927,0.24954,1.36252,0.84209,0.92606,0.00946048,0.00946048,0.00946048
32,2380.01,1.27902,0.79891,0.92573,0.56137,0.41265,0.43009,0.25095,1.35303,0.83707,0.92361,0.00942464,0.00942464,0.00942464
33,2454.03,1.28545,0.79803,0.92845,0.54942,0.42004,0.43077,0.25022,1.36175,0.83715,0.92458,0.00938772,0.00938772,0.00938772
34,2527.98,1.27901,0.79408,0.92405,0.55374,0.42153,0.43769,0.25609,1.33758,0.82166,0.91908,0.00934973,0.00934973,0.00934973
35,2602.03,1.28111,0.79193,0.92384,0.56064,0.41965,0.43525,0.25275,1.34808,0.82764,0.92423,0.00931067,0.00931067,0.00931067
36,2676.16,1.26602,0.7818,0.92364,0.56194,0.42771,0.43972,0.2561,1.33412,0.82412,0.92063,0.00927057,0.00927057,0.00927057
37,2750.57,1.27155,0.78147,0.92016,0.55107,0.42129,0.43207,0.25414,1.3354,0.8297,0.92103,0.00922942,0.00922942,0.00922942
38,2824.54,1.26604,0.78176,0.92275,0.55327,0.42128,0.43272,0.25447,1.32962,0.81986,0.918,0.00918725,0.00918725,0.00918725
39,2898.88,1.27046,0.77964,0.92111,0.55037,0.42336,0.43645,0.25579,1.3344,0.81856,0.91941,0.00914405,0.00914405,0.00914405
40,2972.93,1.27067,0.77881,0.92186,0.57691,0.42193,0.44434,0.25889,1.35239,0.81508,0.9224,0.00909984,0.00909984,0.00909984
41,3047.26,1.25899,0.77544,0.92229,0.5732,0.42931,0.44454,0.2603,1.33253,0.81075,0.91869,0.00905463,0.00905463,0.00905463
42,3121.37,1.26154,0.7732,0.91795,0.5579,0.42877,0.44277,0.25856,1.33456,0.81142,0.91907,0.00900844,0.00900844,0.00900844
43,3195.44,1.26122,0.7715,0.9205,0.57781,0.43204,0.44677,0.2624,1.33274,0.80715,0.91891,0.00896127,0.00896127,0.00896127
44,3269.27,1.25759,0.76825,0.91983,0.55014,0.42581,0.43865,0.25568,1.34004,0.814,0.91939,0.00891313,0.00891313,0.00891313
45,3343.02,1.26081,0.76728,0.91914,0.5733,0.42476,0.44119,0.25701,1.35165,0.8149,0.91999,0.00886404,0.00886404,0.00886404
46,3416.74,1.25723,0.76627,0.91811,0.57856,0.42549,0.44368,0.25983,1.33351,0.80876,0.91911,0.00881401,0.00881401,0.00881401
47,3490.86,1.25501,0.76537,0.91855,0.56941,0.43002,0.44941,0.26257,1.32922,0.80988,0.91875,0.00876305,0.00876305,0.00876305
48,3564.76,1.24553,0.75932,0.91546,0.58371,0.42656,0.44717,0.26057,1.3343,0.8064,0.91851,0.00871117,0.00871117,0.00871117
49,3638.46,1.24472,0.75668,0.9163,0.56504,0.42794,0.44161,0.25841,1.33727,0.80822,0.91894,0.00865839,0.00865839,0.00865839
50,3712.29,1.24944,0.75599,0.9157,0.57778,0.43132,0.44896,0.26265,1.33625,0.80379,0.91783,0.00860473,0.00860473,0.00860473
51,3786.07,1.24436,0.75513,0.91499,0.59099,0.42631,0.44865,0.26234,1.3284,0.80194,0.9174,0.00855018,0.00855018,0.00855018
52,3860.1,1.24012,0.75025,0.91658,0.57194,0.42756,0.44637,0.26139,1.32072,0.80373,0.9158,0.00849477,0.00849477,0.00849477
53,3933.93,1.24407,0.75081,0.91498,0.56583,0.43882,0.45142,0.26511,1.32014,0.79564,0.91507,0.00843851,0.00843851,0.00843851
54,4007.85,1.23524,0.74706,0.91416,0.57449,0.43781,0.45344,0.26495,1.32468,0.79779,0.91663,0.00838141,0.00838141,0.00838141
55,4081.54,1.2382,0.74819,0.91566,0.57828,0.43585,0.4535,0.26519,1.32896,0.79631,0.91682,0.00832349,0.00832349,0.00832349
56,4155.58,1.23034,0.74105,0.91281,0.56128,0.44021,0.44943,0.26434,1.3159,0.79652,0.91406,0.00826477,0.00826477,0.00826477
57,4229.19,1.22994,0.74243,0.91152,0.57594,0.43588,0.45543,0.26739,1.31882,0.79159,0.9147,0.00820525,0.00820525,0.00820525
58,4303.62,1.23178,0.73971,0.91128,0.5851,0.43044,0.45206,0.26496,1.32291,0.79486,0.91449,0.00814495,0.00814495,0.00814495
59,4377.81,1.22801,0.73884,0.91121,0.57398,0.43644,0.45423,0.26747,1.32114,0.79454,0.91352,0.00808389,0.00808389,0.00808389
60,4451.75,1.23075,0.73834,0.91212,0.59612,0.43507,0.4599,0.27056,1.31238,0.78464,0.91354,0.00802208,0.00802208,0.00802208
61,4525.43,1.22427,0.73328,0.91075,0.58521,0.43527,0.45576,0.26789,1.31858,0.79365,0.91484,0.00795954,0.00795954,0.00795954
62,4599.45,1.22798,0.73549,0.91228,0.5882,0.43329,0.45672,0.26936,1.31476,0.78597,0.91317,0.00789628,0.00789628,0.00789628
63,4673.36,1.22105,0.7324,0.909,0.58299,0.44123,0.45985,0.26972,1.31033,0.78268,0.91287,0.00783231,0.00783231,0.00783231
64,4747.35,1.22118,0.73188,0.90931,0.58054,0.43134,0.45349,0.26618,1.31298,0.79454,0.91343,0.00776766,0.00776766,0.00776766
65,4821.37,1.22225,0.73011,0.90909,0.59444,0.43436,0.45739,0.26974,1.30465,0.78271,0.91336,0.00770234,0.00770234,0.00770234
66,4895.19,1.21918,0.72744,0.90889,0.58391,0.44012,0.45981,0.27061,1.30912,0.78324,0.91252,0.00763637,0.00763637,0.00763637
67,4968.91,1.21612,0.72505,0.90879,0.58497,0.43291,0.45585,0.26835,1.31403,0.78504,0.91324,0.00756976,0.00756976,0.00756976
68,5042.78,1.21568,0.72711,0.90895,0.57689,0.44022,0.4569,0.269,1.31375,0.78441,0.91319,0.00750252,0.00750252,0.00750252
69,5116.72,1.21788,0.72689,0.90774,0.57292,0.4417,0.45705,0.26841,1.31715,0.78423,0.91379,0.00743468,0.00743468,0.00743468
70,5190.88,1.21251,0.72021,0.90751,0.57834,0.44434,0.45796,0.26991,1.31271,0.7826,0.91314,0.00736625,0.00736625,0.00736625
71,5264.7,1.21223,0.72044,0.90717,0.58308,0.44185,0.46078,0.27112,1.31136,0.77953,0.91286,0.00729725,0.00729725,0.00729725
72,5338.64,1.2035,0.71354,0.90663,0.57254,0.44555,0.45804,0.26966,1.30597,0.78289,0.91178,0.0072277,0.0072277,0.0072277
73,5412.38,1.20699,0.7172,0.90705,0.59456,0.43589,0.45971,0.27019,1.31495,0.78464,0.91249,0.00715761,0.00715761,0.00715761
74,5486.46,1.20846,0.71428,0.90513,0.59274,0.4418,0.46332,0.27264,1.31183,0.77985,0.9129,0.007087,0.007087,0.007087
75,5560.28,1.20149,0.71291,0.90671,0.59425,0.44177,0.46431,0.27344,1.30909,0.77537,0.91211,0.00701588,0.00701588,0.00701588
76,5634.26,1.20793,0.71678,0.90706,0.58147,0.44232,0.4599,0.27081,1.31254,0.77872,0.91254,0.00694428,0.00694428,0.00694428
77,5707.95,1.19732,0.70488,0.90347,0.58571,0.43815,0.45862,0.27028,1.31171,0.78224,0.91235,0.00687222,0.00687222,0.00687222
78,5781.99,1.20041,0.70936,0.90349,0.58862,0.4388,0.46101,0.27079,1.31285,0.78252,0.91227,0.0067997,0.0067997,0.0067997
79,5855.76,1.19456,0.70409,0.90276,0.58283,0.44476,0.46353,0.2728,1.31027,0.77999,0.91247,0.00672675,0.00672675,0.00672675
80,5929.59,1.19955,0.70962,0.90359,0.59028,0.44001,0.46195,0.27243,1.3108,0.77773,0.91219,0.00665339,0.00665339,0.00665339
81,6003.25,1.19414,0.70656,0.90368,0.58595,0.44395,0.46113,0.27155,1.31233,0.77988,0.91275,0.00657963,0.00657963,0.00657963
82,6077.33,1.19779,0.70508,0.90365,0.58122,0.44488,0.46191,0.27243,1.30545,0.77967,0.9116,0.0065055,0.0065055,0.0065055
83,6151.25,1.19214,0.70057,0.90197,0.58885,0.43873,0.4613,0.27264,1.3058,0.77892,0.91201,0.00643101,0.00643101,0.00643101
84,6225.19,1.1934,0.7002,0.90194,0.58191,0.44329,0.46163,0.27244,1.30762,0.77834,0.91241,0.00635617,0.00635617,0.00635617
85,6299.11,1.1866,0.69826,0.90156,0.58393,0.44277,0.46044,0.27173,1.30674,0.7768,0.91196,0.00628101,0.00628101,0.00628101
86,6372.96,1.19119,0.70028,0.90373,0.59214,0.44161,0.46062,0.27184,1.30854,0.77725,0.91246,0.00620555,0.00620555,0.00620555
87,6446.91,1.18599,0.69624,0.90164,0.59728,0.4398,0.46242,0.27262,1.3073,0.77624,0.91162,0.00612981,0.00612981,0.00612981
88,6520.55,1.18297,0.69243,0.90052,0.58874,0.43999,0.46022,0.27203,1.3098,0.78338,0.912,0.0060538,0.0060538,0.0060538
89,6594.39,1.18326,0.69384,0.90172,0.58526,0.44579,0.46152,0.2724,1.30923,0.78035,0.91176,0.00597754,0.00597754,0.00597754
90,6668.35,1.17733,0.68716,0.89935,0.58791,0.44324,0.46166,0.2721,1.3103,0.77944,0.91189,0.00590105,0.00590105,0.00590105
91,6742.21,1.18347,0.6914,0.90093,0.59632,0.44126,0.46161,0.27209,1.31135,0.78031,0.91181,0.00582435,0.00582435,0.00582435
92,6816.23,1.18187,0.69185,0.90023,0.59507,0.4404,0.46208,0.2732,1.30404,0.77554,0.91119,0.00574746,0.00574746,0.00574746
93,6889.76,1.17981,0.68927,0.90045,0.59313,0.44099,0.4634,0.27331,1.30529,0.77539,0.91162,0.0056704,0.0056704,0.0056704
94,6963.19,1.17405,0.68335,0.89881,0.5936,0.43996,0.46379,0.27349,1.30482,0.77475,0.9112,0.00559318,0.00559318,0.00559318
95,7037.14,1.17755,0.68417,0.89716,0.59429,0.44166,0.46329,0.27376,1.30389,0.77344,0.91038,0.00551584,0.00551584,0.00551584
96,7111.57,1.17844,0.68651,0.89965,0.59071,0.44403,0.46416,0.27364,1.30321,0.77324,0.91018,0.00543837,0.00543837,0.00543837
97,7186.6,1.16918,0.67943,0.89628,0.58961,0.44322,0.46238,0.27266,1.30383,0.77442,0.91024,0.00536081,0.00536081,0.00536081
98,7263.07,1.17212,0.67809,0.898,0.58726,0.44348,0.46144,0.27213,1.30406,0.77718,0.91037,0.00528318,0.00528318,0.00528318
99,7336.51,1.1698,0.68065,0.89785,0.59019,0.44073,0.46068,0.27197,1.30522,0.77753,0.91018,0.00520548,0.00520548,0.00520548
100,7414.36,1.16908,0.67523,0.89609,0.58765,0.4412,0.46096,0.27233,1.3047,0.77604,0.9101,0.00512775,0.00512775,0.00512775
101,7495.72,1.16693,0.67731,0.89607,0.59351,0.43977,0.46129,0.27235,1.30468,0.77625,0.91042,0.00505,0.00505,0.00505
102,7576.64,1.1697,0.67492,0.8954,0.58636,0.44311,0.46052,0.27164,1.30447,0.77694,0.91073,0.00497225,0.00497225,0.00497225
103,7656.81,1.15202,0.66629,0.89319,0.58754,0.44146,0.46024,0.27167,1.30344,0.77685,0.91062,0.00489452,0.00489452,0.00489452
104,7738.25,1.16544,0.6723,0.89567,0.59057,0.44002,0.46081,0.27166,1.30487,0.77846,0.91071,0.00481682,0.00481682,0.00481682
105,7818.92,1.16591,0.67485,0.89623,0.59002,0.44296,0.46188,0.27253,1.30595,0.77749,0.91103,0.00473919,0.00473919,0.00473919
106,7899.3,1.1552,0.66669,0.8943,0.58507,0.44375,0.46197,0.27301,1.30645,0.77744,0.91102,0.00466163,0.00466163,0.00466163
107,7980.16,1.16069,0.66903,0.89412,0.58337,0.44791,0.46315,0.27351,1.30529,0.77726,0.91064,0.00458416,0.00458416,0.00458416
108,8061.61,1.1589,0.66784,0.89393,0.58213,0.44691,0.46295,0.27386,1.30715,0.7774,0.91084,0.00450682,0.00450682,0.00450682
109,8142.1,1.15708,0.66555,0.89337,0.5861,0.44587,0.46389,0.27448,1.30643,0.77628,0.91082,0.0044296,0.0044296,0.0044296
110,8223,1.14955,0.66191,0.89274,0.58488,0.44573,0.46372,0.27412,1.30487,0.77633,0.91049,0.00435254,0.00435254,0.00435254
111,8304.36,1.15422,0.66192,0.89212,0.59179,0.44361,0.46305,0.27376,1.30572,0.77699,0.91071,0.00427565,0.00427565,0.00427565
112,8385.47,1.15086,0.66136,0.89108,0.58803,0.44503,0.46349,0.27385,1.30484,0.77761,0.91055,0.00419895,0.00419895,0.00419895
113,8466.19,1.15337,0.66313,0.89244,0.59296,0.44504,0.46344,0.2743,1.30458,0.77802,0.91071,0.00412246,0.00412246,0.00412246
114,8546.89,1.14638,0.65623,0.89128,0.58959,0.44454,0.46298,0.27419,1.30631,0.77798,0.91092,0.0040462,0.0040462,0.0040462
115,8626.64,1.14551,0.65583,0.89164,0.58774,0.44449,0.46313,0.27423,1.30579,0.77725,0.91089,0.00397019,0.00397019,0.00397019
116,8707.97,1.1487,0.65723,0.89281,0.58804,0.44502,0.46328,0.27425,1.30467,0.77685,0.91069,0.00389445,0.00389445,0.00389445
117,8789.14,1.14263,0.65269,0.89074,0.58825,0.44439,0.46244,0.27425,1.30461,0.77731,0.91091,0.00381899,0.00381899,0.00381899
118,8866.89,1.14633,0.65462,0.88976,0.59345,0.44187,0.4621,0.2738,1.30569,0.77879,0.91105,0.00374383,0.00374383,0.00374383
119,8945.78,1.14315,0.65221,0.89027,0.59995,0.44003,0.46216,0.27361,1.30631,0.77953,0.91103,0.00366899,0.00366899,0.00366899
120,9027.15,1.1385,0.65008,0.88831,0.60053,0.44062,0.46252,0.27386,1.30598,0.779,0.91081,0.0035945,0.0035945,0.0035945
121,9107.41,1.13892,0.65049,0.88952,0.59477,0.44339,0.46288,0.2741,1.30673,0.77835,0.9109,0.00352037,0.00352037,0.00352037
122,9185.85,1.1375,0.64862,0.88864,0.59411,0.44404,0.4627,0.27412,1.30655,0.7786,0.91093,0.00344661,0.00344661,0.00344661
123,9261.91,1.13652,0.6471,0.88898,0.59369,0.44429,0.46288,0.27443,1.30692,0.77885,0.91097,0.00337325,0.00337325,0.00337325
124,9337.27,1.12764,0.64178,0.88743,0.58631,0.44713,0.46334,0.27448,1.30697,0.77898,0.91095,0.0033003,0.0033003,0.0033003
125,9412.77,1.13177,0.64539,0.88805,0.58912,0.44624,0.46349,0.27462,1.3065,0.7786,0.91081,0.00322778,0.00322778,0.00322778
126,9487.95,1.12796,0.63928,0.88599,0.58859,0.44471,0.46381,0.27492,1.30631,0.77826,0.91067,0.00315572,0.00315572,0.00315572
127,9562.47,1.12598,0.64229,0.88661,0.58808,0.4454,0.46349,0.27454,1.30669,0.77939,0.91073,0.00308412,0.00308412,0.00308412
128,9638.15,1.12542,0.6361,0.88637,0.59025,0.44322,0.4635,0.27464,1.30675,0.77996,0.91074,0.003013,0.003013,0.003013
129,9713.06,1.12024,0.63745,0.88436,0.59316,0.44141,0.46346,0.27465,1.30721,0.78018,0.91074,0.00294239,0.00294239,0.00294239
130,9788.23,1.12723,0.63879,0.88852,0.58972,0.44397,0.4634,0.27418,1.30767,0.78123,0.91096,0.0028723,0.0028723,0.0028723
131,9864.18,1.12367,0.63699,0.88628,0.59026,0.4421,0.46328,0.27418,1.30786,0.78156,0.91098,0.00280275,0.00280275,0.00280275
132,9939.49,1.12153,0.6347,0.8853,0.58832,0.44356,0.46299,0.27411,1.30806,0.78192,0.91101,0.00273375,0.00273375,0.00273375
133,10013.4,1.12402,0.63595,0.88561,0.59229,0.44141,0.46288,0.27426,1.30795,0.78247,0.91113,0.00266532,0.00266532,0.00266532
134,10087.7,1.1219,0.63103,0.88357,0.58993,0.44091,0.46265,0.27396,1.3081,0.78319,0.91115,0.00259748,0.00259748,0.00259748
135,10161.5,1.11848,0.63233,0.88517,0.58599,0.44186,0.46226,0.27392,1.30787,0.784,0.91113,0.00253024,0.00253024,0.00253024
136,10235.8,1.11439,0.62879,0.88267,0.58863,0.44046,0.46214,0.27374,1.30812,0.78469,0.91114,0.00246363,0.00246363,0.00246363
137,10309.7,1.11202,0.62776,0.8838,0.58593,0.4422,0.46214,0.27373,1.30844,0.78478,0.91122,0.00239766,0.00239766,0.00239766
138,10383.7,1.12081,0.62956,0.88314,0.58537,0.44167,0.46166,0.27359,1.30867,0.78542,0.91123,0.00233234,0.00233234,0.00233234
139,10457.5,1.10902,0.62363,0.88325,0.58951,0.44096,0.46184,0.27368,1.30873,0.78594,0.91126,0.00226769,0.00226769,0.00226769
140,10531.4,1.10493,0.62053,0.88164,0.59066,0.43925,0.46121,0.2735,1.30866,0.78589,0.91128,0.00220372,0.00220372,0.00220372
141,10605,1.10296,0.6213,0.88232,0.58703,0.44144,0.46094,0.27344,1.30845,0.78608,0.91126,0.00214046,0.00214046,0.00214046
142,10679.1,1.10874,0.62378,0.88295,0.5896,0.43972,0.46067,0.27334,1.30864,0.78637,0.91128,0.00207792,0.00207792,0.00207792
143,10753.2,1.10236,0.61724,0.88128,0.58884,0.43929,0.46066,0.27333,1.30844,0.78649,0.91124,0.00201611,0.00201611,0.00201611
144,10827.4,1.10195,0.61847,0.88013,0.58919,0.43995,0.46102,0.27352,1.30824,0.78627,0.91133,0.00195505,0.00195505,0.00195505
145,10901.6,1.09736,0.61629,0.88095,0.58802,0.44074,0.46105,0.27342,1.30825,0.78625,0.91134,0.00189475,0.00189475,0.00189475
146,10975.5,1.09977,0.61835,0.87975,0.58869,0.43987,0.46081,0.2734,1.30811,0.78645,0.91139,0.00183523,0.00183523,0.00183523
147,11049.4,1.10265,0.61967,0.88026,0.59109,0.43942,0.46096,0.27344,1.30831,0.78662,0.91149,0.00177651,0.00177651,0.00177651
148,11123.6,1.09847,0.61303,0.88056,0.58902,0.44044,0.46102,0.2735,1.30847,0.78666,0.91149,0.00171859,0.00171859,0.00171859
149,11197.6,1.09539,0.61388,0.87886,0.58844,0.44175,0.46079,0.27342,1.30875,0.7868,0.91152,0.00166149,0.00166149,0.00166149
150,11271.5,1.09283,0.61132,0.87872,0.5879,0.44184,0.46072,0.27327,1.30872,0.78729,0.91152,0.00160523,0.00160523,0.00160523
151,11345.6,1.0926,0.61084,0.87816,0.58774,0.44122,0.46048,0.27317,1.30884,0.7876,0.91153,0.00154982,0.00154982,0.00154982
152,11419.5,1.09201,0.61073,0.87939,0.58947,0.44159,0.46047,0.27306,1.30886,0.7877,0.91151,0.00149527,0.00149527,0.00149527
153,11493.2,1.09582,0.61156,0.87989,0.58999,0.43997,0.46025,0.27308,1.30883,0.78801,0.91157,0.00144161,0.00144161,0.00144161
154,11567.4,1.09434,0.61132,0.87995,0.59205,0.43917,0.46019,0.27297,1.30879,0.78807,0.91153,0.00138883,0.00138883,0.00138883
155,11641.6,1.09008,0.60891,0.8773,0.59406,0.43882,0.46039,0.27297,1.30877,0.78814,0.91151,0.00133695,0.00133695,0.00133695
156,11715.6,1.08803,0.60585,0.87823,0.59502,0.43721,0.45997,0.27285,1.30891,0.78855,0.9116,0.00128599,0.00128599,0.00128599
157,11789.5,1.08804,0.60923,0.87876,0.59481,0.43789,0.45988,0.27273,1.30872,0.78891,0.91154,0.00123596,0.00123596,0.00123596
158,11863.1,1.08951,0.60736,0.87868,0.59565,0.43724,0.46004,0.27284,1.3089,0.78923,0.91161,0.00118687,0.00118687,0.00118687
159,11936.9,1.08629,0.60551,0.8775,0.59371,0.43775,0.45987,0.27275,1.30892,0.78928,0.91162,0.00113873,0.00113873,0.00113873
160,12010.9,1.08259,0.60179,0.87616,0.59509,0.43759,0.46011,0.27282,1.30894,0.78955,0.91164,0.00109156,0.00109156,0.00109156
161,12084.4,1.08197,0.60103,0.87714,0.59594,0.43705,0.46012,0.27266,1.30895,0.78972,0.91166,0.00104537,0.00104537,0.00104537
162,12158.8,1.08625,0.60629,0.8781,0.59509,0.43658,0.46018,0.27272,1.30912,0.78986,0.91174,0.00100016,0.00100016,0.00100016
163,12232.6,1.07857,0.59915,0.87588,0.59371,0.43797,0.46053,0.27268,1.30911,0.79,0.9118,0.000955951,0.000955951,0.000955951
164,12306.5,1.08159,0.60156,0.87618,0.59167,0.43851,0.46036,0.27265,1.30958,0.7906,0.91195,0.000912754,0.000912754,0.000912754
165,12380.4,1.07735,0.59928,0.87606,0.59112,0.43956,0.46042,0.27251,1.30954,0.79095,0.91196,0.000870577,0.000870577,0.000870577
166,12454.4,1.08056,0.59981,0.87602,0.58846,0.44073,0.46047,0.27262,1.30965,0.79141,0.91195,0.000829431,0.000829431,0.000829431
167,12528.1,1.07844,0.59842,0.87587,0.58945,0.44117,0.46028,0.27272,1.3097,0.79191,0.91193,0.000789327,0.000789327,0.000789327
168,12602.1,1.07903,0.59834,0.87648,0.58701,0.44206,0.46041,0.27256,1.31004,0.79213,0.91204,0.000750274,0.000750274,0.000750274
169,12676.2,1.0704,0.59321,0.87515,0.58475,0.44232,0.46022,0.27262,1.30976,0.7923,0.91199,0.000712282,0.000712282,0.000712282
170,12750.1,1.07245,0.59565,0.87366,0.586,0.44203,0.46013,0.27265,1.30971,0.79272,0.91202,0.00067536,0.00067536,0.00067536
171,12823.8,1.07257,0.5938,0.87448,0.58477,0.44201,0.46017,0.27275,1.30971,0.7928,0.91201,0.000639518,0.000639518,0.000639518
172,12898,1.07491,0.59519,0.87422,0.5875,0.44082,0.46007,0.27268,1.30963,0.79315,0.91204,0.000604763,0.000604763,0.000604763
173,12971.9,1.07703,0.59632,0.87447,0.58649,0.44122,0.45987,0.27269,1.30981,0.79364,0.91207,0.000571106,0.000571106,0.000571106
174,13045.5,1.06146,0.58582,0.87225,0.58543,0.44162,0.45983,0.27282,1.3099,0.79404,0.91204,0.000538554,0.000538554,0.000538554
175,13119.4,1.0694,0.59279,0.87563,0.58857,0.43981,0.45969,0.27268,1.30993,0.79437,0.9121,0.000507115,0.000507115,0.000507115
176,13193.3,1.06196,0.58702,0.87289,0.58534,0.44106,0.45958,0.27258,1.31026,0.7949,0.91216,0.000476796,0.000476796,0.000476796
177,13266.9,1.06238,0.58548,0.87169,0.586,0.44078,0.45952,0.27241,1.31027,0.79505,0.91221,0.000447606,0.000447606,0.000447606
178,13340.9,1.06824,0.58911,0.87309,0.58779,0.44023,0.45936,0.27243,1.31036,0.79525,0.91228,0.000419552,0.000419552,0.000419552
179,13414.8,1.07009,0.58953,0.87422,0.58856,0.44005,0.45944,0.27239,1.31045,0.79559,0.91231,0.00039264,0.00039264,0.00039264
180,13488.5,1.0646,0.58703,0.87545,0.59,0.43947,0.45946,0.27242,1.31044,0.79574,0.91237,0.000366877,0.000366877,0.000366877
181,13562.4,1.06928,0.58942,0.87283,0.58975,0.43889,0.45925,0.27233,1.31069,0.79592,0.9124,0.00034227,0.00034227,0.00034227
182,13636.6,1.07402,0.59232,0.8742,0.58951,0.43955,0.45904,0.27231,1.3107,0.79598,0.91245,0.000318825,0.000318825,0.000318825
183,13710.4,1.06882,0.58916,0.87371,0.58751,0.44102,0.45916,0.27228,1.31079,0.79627,0.91251,0.000296546,0.000296546,0.000296546
184,13784.4,1.06427,0.58784,0.87282,0.58896,0.44034,0.45904,0.27218,1.31102,0.79673,0.91258,0.000275441,0.000275441,0.000275441
