epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,13937.5,1.09182,0.60221,0.88091,0.59743,0.42986,0.45187,0.26785,1.31936,0.7921,0.91885,0.000296546,0.000296546,0.000296546
184,14010.9,1.08643,0.60091,0.88005,0.5966,0.42989,0.45155,0.26781,1.31945,0.79216,0.91894,0.000275441,0.000275441,0.000275441
185,14084.2,1.08555,0.60132,0.87955,0.59616,0.43014,0.45172,0.26784,1.31927,0.79223,0.91896,0.000255513,0.000255513,0.000255513
186,14157.7,1.08843,0.60418,0.88117,0.59285,0.43133,0.45165,0.26778,1.31935,0.79265,0.91911,0.000236769,0.000236769,0.000236769
187,14230.9,1.08239,0.59699,0.87725,0.59239,0.43177,0.4517,0.26769,1.31928,0.79278,0.91913,0.000219212,0.000219212,0.000219212
188,14304.8,1.08952,0.60355,0.88005,0.59445,0.43111,0.45163,0.26757,1.31938,0.79299,0.91921,0.000202847,0.000202847,0.000202847
189,14378.4,1.08128,0.5979,0.87911,0.59382,0.43114,0.45165,0.26756,1.31965,0.79341,0.9193,0.000187678,0.000187678,0.000187678
190,14451.7,1.0893,0.59894,0.87987,0.59718,0.42978,0.4516,0.26749,1.31966,0.79386,0.91936,0.000173709,0.000173709,0.000173709
191,14522.6,1.05603,0.55862,0.87209,0.59643,0.42996,0.45145,0.26745,1.31931,0.79373,0.91935,0.000160943,0.000160943,0.000160943
192,14591.1,1.0395,0.54614,0.86858,0.59717,0.42924,0.4512,0.26741,1.31911,0.79381,0.91939,0.000149383,0.000149383,0.000149383
193,14659.6,1.03286,0.54151,0.86768,0.59654,0.42936,0.45102,0.26738,1.31865,0.79396,0.91932,0.000139032,0.000139032,0.000139032
194,14728.2,1.03305,0.54102,0.8671,0.595,0.43005,0.45101,0.26734,1.31824,0.79432,0.91933,0.000129893,0.000129893,0.000129893
195,14797,1.03436,0.54065,0.86684,0.59415,0.42988,0.45089,0.26735,1.31772,0.79441,0.91924,0.000121968,0.000121968,0.000121968
196,14865.5,1.03105,0.53917,0.86688,0.59267,0.43097,0.45063,0.26736,1.31737,0.79459,0.91922,0.000115259,0.000115259,0.000115259
197,14933.8,1.02848,0.5365,0.8661,0.59264,0.43104,0.45046,0.26735,1.31709,0.79488,0.9193,0.000109768,0.000109768,0.000109768
198,15002.3,1.02741,0.53701,0.86593,0.59176,0.43136,0.45029,0.26739,1.31668,0.79503,0.9192,0.000105495,0.000105495,0.000105495
199,15070.9,1.0273,0.5363,0.86643,0.59086,0.4313,0.45012,0.2672,1.31636,0.7954,0.91922,0.000102443,0.000102443,0.000102443
200,15139.2,1.02917,0.53797,0.86595,0.59138,0.43084,0.45005,0.2672,1.3163,0.79568,0.91934,0.000100611,0.000100611,0.000100611
